"","WT1_25_Slot2-5_1_3496","WT1_50_Slot2-9_1_3502","WT1_100_Slot2-4_1_3495","WT1_Veh_Slot2-2_1_3493","WT3_25_Slot2-6_1_3497","WT3_50_Slot2-10_1_3503","WT3_100_Slot2-11_1_3504","WT3_Veh_Slot2-13_1_3507","WT4_25_Slot2-14_1_3508","WT4_50_Slot2-7_1_3499","WT4_100_Slot2-16_1_3510","WT4_Veh_Slot2-12_1_3505","WT5_25_Slot2-8_1_3500","WT5_50_Slot2-17_1_3511","WT5_100_Slot2-3_1_3494","WT5_Veh_Slot2-15_1_3509"
"C4bpa",1550.23,2279.59,NA,NA,NA,2982.62,2057.91,NA,3947.05,1667.81,4345.37,NA,3016.97,2272.02,NA,NA
"Pde3b",NA,NA,NA,7080.45999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mterf4",9000.9170114419,11164.7492428799,NA,10177.9461678389,11847.212249834,9157.42108848484,9385.05849618836,8780.9334038621,9753.70773106493,10895.9181984328,NA,10132.1235318233,NA,NA,11582.9280871592,11266.7258021208
"Eef1akmt4-Ece2",NA,5731.52,4532.38,NA,5450.96,6061.75,NA,3610.03,4940.66,3614.41,4837.31,5241.17,4502.46,4625.89,NA,4229.47
"Eif1ad",6610.29,6734.75,2885.12,6042.86,6763.48,8464.4,7185.76,6707.87,5888.45,6162.42,6494.34,8207.43,5751.75,6345.39,5153.89,7386.64
"Znf706",NA,NA,NA,NA,NA,NA,NA,9674.94000000001,NA,NA,NA,NA,NA,NA,NA,NA
"Rbms3",14046.9,16713,18665.7,12088.6,13073.9,15291.8,15758.9,15850.8,14506.8,14283.6,NA,13936.1,13005.4,12703.7,18962.3,11411.4
"Asb13",4046.07,3790.65,4485.81,NA,NA,5739.99,NA,NA,NA,NA,NA,NA,4832.09,NA,6154.67,5275.22
"Suco",32677.3540159359,NA,39167.8148789646,37829.1113132514,42528.9912095467,46834.950628366,NA,52730.2047994684,NA,45509.1345224299,NA,48765.0174875708,55608.7390490125,57131.8878367529,39845.7219879405,47041.645318759
"Glrx",26307.2,31557.4,34008.1,35683.7,28019.4,30142.3,29693.6,35854.8,NA,36729.2,25863.6,27527.8,38578.3,25130.7,29308.7,36458.7
"Dap",8229.99999999999,7068.28000000001,7536,11344.1,5655.21,9458.89,NA,NA,5781.86999999999,NA,8784.58000000001,16939.3,5908.9,5827.6,5106.41,10819.7
"Ripk2",NA,NA,NA,3630.96,NA,NA,NA,NA,NA,2536.28,NA,NA,NA,NA,NA,1967.35
"Cln8",14395.8240931856,20720.9767345177,16408.5925778572,16103.0013741619,21152.0390968627,25491.2381224778,15536.7191572132,19302.0472279239,18189.6419971854,18511.1427389605,13435.7047463851,16918.6395555938,21788.283242602,15676.4709318774,21782.9321514701,14992.7632414299
"Cuta",15353.7,12814.4,15056.4,15625.1,15437.2,17620.9,15817.8,17840.5,18728.8,18878.9,17108.8,12146.8,15810.4,10821,18207,17881.4
"Sppl2b",NA,6263.32,7312.56,5188.63,5604.7,NA,6549.07,6056.15,NA,5562.62,6385.96000000001,6759.31,6882.71,5327.6,5074.09,7293.62999999999
"Zkscan1",NA,NA,NA,NA,NA,NA,6194.29,NA,9198.93,3974.14,6974.49,NA,5982.02,4992.82,NA,6564.77999999999
"Rnf130",19734.0695058945,19461.6825840628,23221.4769263527,17000.4462816853,21560.147327407,11729.5866175208,30320.2999998572,NA,32136.3999998487,42310.3999998008,23856.2999998877,14244.3126143418,30990.2999998541,27837.8249477303,25589.113733919,23890.6374075246
"H1-4",3303100,3505680,3080810,3593470,3265090,3262090,3109990,2925410,3410570,3305420,3288830,3029010,2793460,2784300,2794900,2959630
"Dbndd2",8959.92,NA,9898.62000000001,5683.75,9299.19,10292,NA,7444.81999999999,13382.6,12385.8,NA,10620.4,9825.04,13548.8,8239.15,8955.94
"Pld4",6408.24,7559.15,7661.76,4928.25,NA,4100.3,4667.94,NA,6511.76,7381.70999999999,6336.82,5247.1,NA,NA,5183.92,6968.12
"Gabbr2",9423.71603593822,9201.42625394579,8137.07000660771,7210.92701176491,6397.31775120912,7179.0095622622,10292.3649378057,6699.4096895314,9654.33382160203,4277.77717854947,3285.08049934483,7507.54462903097,8053.65299242199,6711.04677980312,9994.81856019421,7388.94995784368
"Cmtm7",NA,NA,3176.53,NA,NA,4131.22,3364.81,NA,5288.97,3839.98,4263.69,NA,3871.33,5504.27,NA,4496.68
"Hgfac",7974.23,NA,8288.74000000001,8353.69,6756.02,6913.52,8441.17999999999,8878.17,12511.1,11331.4,9924.4,6654.4,NA,8619.43,7837.94,8422.92000000001
"Prrx1",NA,NA,NA,7945.79,4729.01,NA,NA,6514.58,5664.47,NA,NA,7310.52,NA,NA,NA,NA
"Jtb",18807.4,15457.6,17623.5,13316.1,17939.4,20405,24285.2,22142.8,18815,20717.3,11411,17712.8,18872.8,22347.6,21995.1,22060.6
"Serpinb10",NA,NA,NA,7446.99,5588.93,NA,NA,NA,NA,NA,NA,8534.1,4693.73,NA,6810.18,7218.94
"Ccn2",11525.3,15184.8,15322.9,16480.6,7886.04999999999,5967.91,8229.06,11069.5,10181.2,9894.44,8433.83000000001,14607.5,6626.25,5590.72,NA,8679.86999999999
"Pdcd2l",NA,NA,NA,7093.13,4872.19,NA,4556.83,6454.54,NA,NA,NA,NA,NA,NA,NA,8279.99
"Cystm1",40733.865027557,19414.1033509888,24369.1039111953,23414.9943666929,21918.5568304342,29526.3877257451,19067.8441672365,14110.1015011923,23614.400000034,13291.1656578451,23477.4509043301,25673.6480465862,19616.6172725791,21663.9812810365,22272.4400066031,17534.0632007763
"Mfap2",24003.2130335354,24351.9451102414,11825.8936176776,16735.2659412222,16471.8083860251,38938.116159189,10747.5385304564,21102.9691842858,17369.8529475794,21707.5522627687,16334.4888020927,29317.8798959233,14218.5087893447,12105.5934047296,18789.5881867512,13967.1477714948
"Rbm11",NA,NA,NA,NA,NA,NA,8312.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rbm7",NA,7686.82,5447.71,9443.46,6398.09,NA,NA,8401.24000000001,NA,NA,NA,NA,NA,NA,NA,6097.14
"Prmt2",NA,22043.6019755325,21855.5323868509,23627.7603208592,26032.7722496117,20815.2375321945,25754.7100777806,21888.099999899,34349.6726481735,23757.2480475889,22826.25769832,19317.4800599281,20918.8132652741,29898.222289749,23419.0106365014,19824.5001446113
"Bdp1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23344,NA,NA,NA,NA
"Ptn",NA,NA,NA,12782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8099.42999999999,NA
"Trabd",21800.2,20734.9,24663.5,19350.1,21245.3,NA,22995,19457.3,21068.8,22430.3,23393.8,19741.8,20104.6,22065.2,22834.4,18339.2
"Rab36",14281.4,16450.3,12295.6,NA,12747.7,NA,NA,NA,12921,16437.6,NA,15401.2,16431.5,12642,13584.6,NA
"Slc6a1",10038.5,11168.6,10994.8,3602.53,9272.52000000001,NA,13076.3,6298.06,NA,8068.72,11418.9,5342.71,9957.44000000001,6464.09,8631.01,4425.27
"Tmc6",NA,2637.06,2872.55,4995.27,3194.45,3350.2,NA,2706.99,3983.32,3371.2,2993.04,3204.15,2987.55,NA,2985.87,3274.55
"Rnf141",9979.26999999999,NA,11585.1,12753.5,NA,NA,NA,NA,NA,14596.1,12911.2,13902.2,NA,NA,16533.2,14025.5
"Ttc30b",5605.58762065789,7665.52367937803,NA,5362.30205627815,7326.89222400865,6370.94299687629,7201.46285866755,5365.50199190782,6107.58803282316,7268.82022919158,5501.24656124456,4977.43212861663,5756.9486362199,5847.59842161812,6182.61769176161,5510.19527103712
"Cbln4",174499,217502,286862,NA,229694,324015,198442,244936,170507,242978,154380,229278,283841,NA,283505,NA
"Snapin",18810.7419329329,23396.739376293,25875.4107751523,15593.7630473195,21722.3577635871,26813.6362598185,18467.2843874529,16083.3892080875,17278.5895188699,14456.5982159877,25239.4989596764,16762.0164760112,17278.7556077238,20958.6006987061,15931.0533808305,16460.2507221809
"Echdc3",6004.10729746271,4847.43741333329,6974.22155737809,4773.96317515876,3547.9307748214,4625.69884076059,3835.1077509543,4548.45269114357,NA,6941.25073116033,NA,4022.39580283371,4896.96260397522,6647.60731621202,6626.42751934255,3972.89009364971
"Ppp1r3e",3734.66,6436.77,7085.77,6444.05999999999,8133.77999999999,7414.2,5363.52,8599.87000000001,6275.81,4702.66,6298.75,6224.9,9377.34,4943.19,5447.88,5998.56
"Caap1",NA,NA,NA,NA,3242.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Znf385a",3809.31,NA,NA,NA,NA,NA,NA,NA,NA,1807.62,NA,NA,NA,NA,NA,NA
"Wwc2",NA,5954.02,5245.3,5980.12,5482.77,5031.8,6377.61,8926.28,6403.67,NA,NA,7939.39,5275.53,4836.16,4678.94,5741.61
"Mgat3",NA,NA,5892.99,5425.9,5399.85,NA,5596.93,NA,NA,5592.26,NA,5520.73,NA,7207.04,NA,5807.66
"Rbmx2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39628.3,NA,NA,NA,NA,NA
"Dpy30",17998.9,21352.9,22927.4,15563.3,21100,23390.5,25892.7,20908.4,20005.3,19309.8,21196.1,18006.2,19325.8,19357.8,23562.2,19102
"Jmjd1c",NA,NA,NA,6939.9,NA,NA,NA,NA,6317.19,NA,NA,5879.71,NA,NA,NA,6564.89
"Nip7",6609.60853032418,4214.586739105,3206.20761424749,7377.58693237098,4792.50631404057,NA,3756.47305168292,NA,5050.27770526131,4306.82718571561,4439.4953020656,6019.58827923574,4328.87535894566,4713.89446551759,5060.76131259144,4245.63043262774
"Mmtag2",6109.12,5525.83,5793.48,4090.58,3636.76,5499.24,NA,NA,6352.86,NA,5766.44,NA,3699.17,3867.17,3850.5,5568.19
"Mtrfr",5638.74230108082,3389.44992551229,4546.56732554033,4028.09580379753,5703.80522761111,4726.49628966409,6073.79264959754,4706.3113663235,5243.219617751,7232.78943376422,6424.71556568373,4730.02407283381,4483.3577785587,5391.96745666057,4707.58151841273,4698.61082766823
"Znf800",NA,NA,NA,NA,NA,2369.52,1531.72,3938.68,NA,NA,NA,NA,NA,NA,NA,3042.5
"Dcbld2",NA,NA,NA,7267.59,NA,NA,NA,NA,NA,NA,NA,NA,6185.4,7492.88,NA,7911.67
"Rpl35",622853.574134019,538240.649476747,635484.529223681,1108545.35339247,699412.289482993,437974.116615167,608535.253235908,556159.767738694,533161.868571396,508704.221886212,545965.302208291,819309.451176303,448159.591159147,436532.303520397,619763.33124425,571917.942477722
"Iqca1l",NA,NA,NA,NA,12992.5,NA,7410.9,8129.47999999999,NA,NA,NA,NA,9368.17,NA,NA,NA
"Tmem131l",NA,NA,2347.54,3088.8,2231.43,2705.42,NA,NA,2226.42,NA,2008.07,3059.48,2216.51,NA,NA,3206.12
"Foxk2",3455.5,2366.23,3237.13,4233.75,3577.29,4042.97,2564.53,4031.56,2760.37,NA,NA,3867.54,3085.1,2607.27,2825.15,4140.7
"Gstm4",NA,NA,15602,12844.1,12090.7,NA,12385.4,11348.6,9512.61000000001,NA,11142.1,NA,17432.4,NA,14570.9,9980.72
"Scarb1",9778.91000000001,15263.5,19142,16682,NA,14506.4,14664.5,10899.6,10224.4,13517.4,9400.59999999999,14030,13029.6,13451.4,NA,13107.9
"Hpdl",NA,2356.25,3099.43,NA,NA,3811.24,2369.17,3314.4,NA,NA,NA,NA,3252.71,NA,NA,2955.37
"Fundc1",17079.4388889272,20578.6820860011,22552.1195580472,14651.7944230769,22311.6750061232,15616.9903672712,22412.638583106,15669.7327246212,22776.6239817014,18713.8085668624,15541.1104409806,15093.5335307522,19332.5992835218,18989.3526085358,18430.7717305984,16787.9127124772
"Otub2",10457.6000000131,8987.94621014369,5100.72997004644,10503.0964863891,10519.9859897569,8768.92285976949,7506.06000000937,7078.81000000884,11435.667328534,7735.30000000967,10178.3000000127,8923.25644401757,10404.6950749116,9323.22933334018,6272.09978058108,11299.342982674
"Fcho1",NA,NA,NA,NA,NA,NA,2566.43,4185.86,NA,NA,NA,NA,3558.89,NA,NA,NA
"Arl6ip6",6984.81,6046.77,4343.08,6618.41,NA,8093.47,6436.87,3744,6982.58,8211.22,5442.72,NA,5025.78,5420.45,4736.93,4460.77
"Tubgcp6",9654.30999999999,7745.92,11181.3,8380.2,5922.81,6155.39,10693.4,NA,NA,NA,9710.45,7619.88,6129.25000000001,8294.35,6487.10000000001,9976.01000000001
"Svop",3646.08,3819.73,NA,NA,NA,NA,2767.77,3745.31,3002.11,3420.02,3905.28,NA,4052.7,NA,NA,NA
"Tctn1",5586.32,8216.75999999999,10143.3,10884.2,9266.52999999999,10046.3,9153.93999999999,NA,11469.7,8007.42,NA,7545.12,11896.5,8316.54,NA,7926.64
"Crybb3",10426.0494438778,5481.13895006523,5264.89470135136,12500.8072322665,9320.73203098124,5938.09099238465,NA,10519.5467643904,8578.85729678458,4608.17603673522,7329.23867928997,8864.57419542095,8888.33375870002,NA,NA,9986.11306719201
"Cyp2u1",10909,14444,13222.9,15596.8,13286.3,NA,NA,7720.19,NA,15459.3,10267.6,NA,6912.83,NA,11710.2,11746.8
"Adcy4",NA,NA,NA,2632.23,NA,NA,NA,5698.03,NA,NA,5587.56,NA,4467.81,NA,NA,NA
"Ehmt2",NA,NA,NA,4520.01,NA,NA,NA,4425.48,NA,NA,NA,NA,NA,NA,NA,3589.61
"Aptx",NA,4271.21685887375,3768.94853292349,4255.93207152912,2452.48062570652,4036.74652067339,4222.95101170554,3204.95621307907,3922.4188704988,3280.80978902007,NA,2990.99492903032,3096.2154273786,NA,2938.12591161137,2794.0562638483
"Cdk5rap1",NA,NA,NA,NA,6226.02,NA,NA,NA,6351.21,6090.5,NA,NA,NA,NA,NA,4782.84
"Adgrg6",NA,4155.31,5496.39,4760.67,3382.9,NA,4924.96,4724.64,3370.25,4531.79,3701.72,NA,NA,2397.97,3972.93,NA
"Pde8a",NA,2645.11101130055,4328.26314574009,4837.10914305424,5601.12851887095,4883.96444675231,NA,3875.19431105018,5401.57478299951,NA,NA,4798.50980712644,3530.99871299967,4634.63310910901,3930.78569619855,4031.61324617617
"Pdzd11",21724.8022823015,24891.7598978629,21770.5764948713,24196.7756805836,25997.8792844478,28411.0733403893,22243.6109742329,19923.8058707133,16002.6909968157,20289.838904092,30908.937454509,19111.7555984891,20915.6819620257,27294.5789473845,27622.3009299003,17077.4061282427
"Mfsd5",21449.4672667221,32719.6652911189,29774.9749410805,29128.3234363054,30729.2187404555,34220.1386461115,32576.2441143235,34604.388260527,30602.6083194691,32717.5697147963,20877.5446906497,30145.2780506364,34693.8641355468,24360.8571737976,28142.8895968555,32803.0947772106
"Rnf185",NA,7352.09,9488.52999999999,NA,NA,NA,NA,NA,8730.09999999999,11943.9,8494.13,NA,NA,5556.32,NA,NA
"Mpp4",NA,NA,NA,NA,NA,NA,NA,NA,NA,2953.26,NA,NA,NA,NA,NA,NA
"C1qb",8590.25,8037.96000000001,9555.34,8174.32000000001,6082.82,6205.15,10035,10379.9,12654.1,13638.3,9924.16000000001,11885.7,8876.59,11465.5,7079.71,8393.08
"Erg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17348.9,NA,21810.2
"Layn",NA,NA,NA,8957.3,NA,NA,NA,6712.88,NA,NA,NA,4977.25,NA,NA,NA,3443.63
"Rbp4",32824.5,29868.4,33541.2,18555.2,25210,29116.4,NA,NA,26566.7,NA,NA,27511.9,30283.7,39027.4,47053.8,24477.6
"Sirt4",NA,NA,NA,NA,NA,5174.18,NA,NA,3356.8,NA,NA,4809.95,NA,NA,NA,4395.3
"Nadk",NA,NA,NA,6696.25000000001,4371.67,NA,7933.23,6758.00000000001,NA,6297.22,9300.00000000001,8039.58999999999,6752.16,5320.82,NA,10706.1
"Mmp11",23786.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82449.7000000001,NA,NA,NA
"Tmem94",NA,12383.2,8583.52,8888.98,10240.3,12392.3,11211.6,NA,9876.69000000001,9554.95999999999,NA,7640.65000000001,13413.7,NA,NA,9834.31999999999
"R3hdm2",5986.05,7001.72999999999,8183.65000000001,7702.56,NA,7949.42,NA,7904.09,NA,NA,8346.12,7742.36,6941.59,8098.44999999999,NA,8687.25
"Ppp1r3f",1863.06,2225.1,3229.46,2127.38,1866.17,1553.81,2400.32,1359.02,2958.17,3309.67,1512.58,1656,3057.05,2946.67,NA,NA
"Mrpl33",NA,NA,NA,22643.9,NA,NA,NA,NA,NA,NA,22272.5,NA,NA,NA,NA,NA
"Myom1",NA,NA,NA,NA,NA,NA,NA,NA,3537.43,11386.4,NA,NA,NA,NA,NA,NA
"Naaladl1",NA,NA,NA,13732.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slc35a3",14682.8,16676.2,NA,10135.8,17362,14940.5,16779,11401.3,NA,13885.9,NA,16315.4,17234,NA,14649.4,NA
"Egf",7785.38,NA,13758.5,NA,9421.81,18052.6,7743.99,10131,NA,17264.6,10363.1,7636.65999999999,10350.3,NA,NA,NA
"Ptprk",1926.62,2864.26,2543.31,3953.38,2845.43,2422.76,2250.35,2688.12,NA,1932.13,NA,3555.39,2417.49,2039.43,2681.01,2887.7
"Nrxn3",5308.07,3762.39,NA,6355.57,NA,NA,NA,6070.84,5619.44,NA,NA,5551.84,5805.48,NA,NA,7365.56
"Slc35c1",11673.4046537937,12369.009727488,15535.0823671716,14015.2298956533,16731.2863023409,13873.0639052148,17130.6004497055,9499.61118642105,NA,12673.4338371062,NA,11272.6684823321,13899.5323388735,NA,15514.124796933,16639.9999999009
"Antxr1",NA,5637.88,4801.29,NA,5632.48,NA,5291.47,4148.52,4446.19,7093.01,4369.79,4978.6,6283.58,NA,5774.22,4684.44
"Trim17",10865.1820555145,NA,13320.472692529,NA,NA,NA,NA,NA,18739.9031200368,14935.4550272253,11671.8226544788,NA,NA,NA,14417.874924716,NA
"Sft2d2",52573.4,68955.2,82312.8,36141.9,53001.8,59659.8,47548.3,51929.8,NA,59453.1,71003.9,61292.6,71242.5,74124.7,57422,61218.1
"Fuom",NA,NA,2679.77,NA,1648.14,3503.54,1666.15,NA,NA,2353.18,1797.77,NA,3432.74,919.111,1565.55,NA
"Itgb1bp1",7010.01690776805,5266.1800525219,5256.25974270418,4932.46387396327,NA,2975.03814288711,5517.67279937633,NA,4144.91255718358,5595.31025354828,6733.52299383659,5698.48766263898,3975.59080443745,6209.57069896357,4153.88282534603,5468.46292298359
"Mettl15",4222.32,NA,NA,NA,NA,NA,6883.21,5266.18,4826.51,NA,4211.4,NA,NA,5118.93,NA,3991.47
"Lzts1",4945.88,5076.52,NA,5299.79,4525.84,3882.93,3540.35,3449.39,5681.05,5258.36,4241.71,NA,5438.31,4955.98,4899.75,5140.71
"Grk4",NA,NA,NA,NA,NA,NA,NA,58306.5,NA,NA,90031.9000000001,NA,64690.1,NA,54213.3,NA
"Crtc2",10016.5,NA,NA,7084.84,8496.02999999999,6876.53,11300.9,NA,15943.2,12316.7,NA,8469.18,8784.42999999999,15436.5,6691.82,12245.2
"Npm3",4220.81,NA,NA,4751.74,NA,2955.89,NA,2962.75,NA,NA,3021.98,NA,3069.05,NA,3338.34,NA
"Itprip",NA,2710.68,NA,5586.28,NA,NA,2897.91,2844.81,3530.56,3366.95,NA,2640.72,NA,2701.87,NA,4357.31
"Tbc1d1",NA,NA,NA,10133.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ostc",113290,146568,145925,129999,148058,188289,145731,192011,97181.2999999999,113583,96083.6000000001,130369,129239,108320,174427,93529.3000000001
"Wdr74",NA,NA,NA,11888.5,11231.6,NA,NA,11146.9,14737.7,11078.1,NA,12107.7,NA,NA,NA,13968.6
"Paxx",9717.37000000001,8211.7,15735.1,NA,NA,NA,NA,NA,NA,15912.6,NA,NA,9824.17000000001,9774.17999999999,13891.3,13315.8
"Gmeb2",NA,NA,NA,NA,NA,NA,13321.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Susd6",7784.2,NA,NA,NA,NA,4322.36,NA,NA,NA,NA,6548.11000000001,5211.81,4370.71,4690.29,4454.68,4077.32
"Prdm6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25543.7
"Pwp1",10602.7857553344,7216.90768561197,9207.76005578771,9993.9916885634,8857.29781924374,8527.92100284163,7870.16403884103,NA,3146.26394993669,7111.81840656712,8128.91470842947,9329.49324179176,6946.01213996626,9113.50346952916,7637.95735179109,6555.68218856706
"Sp3",NA,NA,NA,NA,2422.48,4131.08,4606.25,3064.24,NA,3857.23,NA,NA,2955.54,NA,NA,2519.47
"Ndufa1",70311.2,NA,60311,50119.6,56352.8,54044.5,56381,NA,NA,36738,52490.4,40856.9,53167,61997.2,73528.4,43382.9
"Hmgn1",41212,9231.2,53644.3,58443,18304.6,6978.14,NA,NA,NA,NA,NA,7556.56,9226.7,NA,50254.2,NA
"Iqcg",NA,NA,NA,NA,NA,NA,3721.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gnb3",13303.2,9062.96,14761.2,13035.6,12792.6,6773.65,7831.37,7731.1,7930.57,13325.1,10949.4,9738.52,10491.8,11385.4,14647.6,9387.63
"Lcat",20936.5,26524.1,33589,12400.8,24044.2,24514.9,41163.3,10774.4,NA,28951.5,25446.4,18972,25474.2,35550.8,45232,13819.9
"Gatc",3903.77,3716.06,5234.27,4143.25,4464.61,3983.97,3921.83,NA,4237.82,3074.6,3952.57,2688.23,1968.14,3714.56,4471.68,4096.58
"Spata1",NA,3110.39,NA,NA,3445.51,4562.97,3289.64,NA,4047.28,3418.61,NA,2735.42,4461.22,NA,3787.36,2854.01
"Hdac3",16476.5935044969,13375.6228081587,18016.1175750637,15270.895350932,19742.9298611111,15422.7587562272,18036.2953488392,17381.4472604581,15456.5599725987,17001.5803804517,15615.7124720848,18606.3365219536,20965.1710183836,17494.1573721208,20867.9132834894,18238.0486221932
"Gng5",12740.8,10639.6,21489.5,NA,NA,14706.2,NA,11791,16746,NA,NA,NA,21928.2,12559.7,15813.8,NA
"Rtn4rl2",6759.31,3712.81,4664.68,5860.43,6563.77,5164.8,3361.88,9203.09999999999,6669.72,5954.81,5739.58,6753.44000000001,8437.57,3355.19,2978.38,6903.78
"Klhl11",4568.83,NA,5651.56,2915.17,8148.35,NA,5547.63,4959.86,6565.72,NA,3501.14,6333.8,4548.73,NA,NA,7300.28
"Tyw1",NA,NA,NA,51441.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdh15",2311.52,NA,NA,3276.73,1570.1,2404.49,2553.84,5397.62,1871.33,1373.1,NA,3847.56,2855.53,1682.5,NA,5633.79
"She",NA,NA,NA,NA,NA,NA,NA,15681.3,NA,NA,NA,NA,NA,NA,NA,NA
"Odf2",6455.57,5919.60000000001,NA,4542.15,NA,5117.81,4154.85,5552.05,6799.57,6149.23,4668.48,2374.35,5062.35,5407.27,6142.73,4612.48
"Pycard",4121.52,5018.07,NA,6273.9,5108.02,3741.66,2860.67,5513.89,NA,4784.35,4633.29,4287.71,3038.23,NA,5191.65,5663.3
"Mal2",31811.7,81994.3,81491.9,46626.8,76173.5,137242,96173.6,63486.7,NA,59535.1,52708.1,38272.5,90717.8,41218.1,82225,58000.3
"Dph2",13513.7945515964,14252.9406815873,8994.80054392353,14069.6735327689,12568.4892503468,12948.7014406414,8420.01215319107,13715.5322105626,15356.0102505198,10699.1939932608,NA,12170.1896551875,17561.8135178645,NA,12337.5152456446,15232.9392096139
"Thap4",3144.39,NA,1941.73,1663.04,NA,2002.6,NA,NA,NA,2447.38,NA,2482.84,1647.73,2539.61,NA,1739.3
"Arid2",NA,NA,NA,10945.6,NA,NA,8961.17000000001,NA,NA,NA,NA,9321.83999999999,7098.81,7914.11,NA,6012.31
"Leprot",NA,3406.54,4681.19,4151.63,4018.42,NA,NA,6613.48,4219.91,6519.25000000001,4932.41,5006.77,2656.34,NA,NA,5007.24
"Hspb6",38273.4,NA,NA,NA,NA,NA,NA,20576.5,NA,18630.8,NA,NA,NA,NA,NA,NA
"Zfand1",NA,NA,2911.63,3485.52,3183.04,NA,3946.21,3106.08,2531.3,2844.61,2238.56,NA,2980.04,1979.87,NA,3836.15
"Ccdc97",7261.21,6184.47,4729.69,NA,4956.22,6782.7,6579.34,5446.49,5918.85,7133.36,6208.69,5379.93,2804.34,6382.84,5274.41,5757.57
"Grcc10",3645.63671698269,2347.32134471674,3778.54925023668,2402.83779850563,2040.02172584325,4002.19493896702,2357.67590670826,3634.58518957187,1852.77021846776,NA,3184.52675222932,3789.03059874564,4272.53460975122,1940.32707928694,2636.46040747808,1935.59454345399
"Mrpl52",NA,5276.95,8903.79000000001,10769.4,6492.18,NA,NA,NA,6076.29,NA,NA,NA,NA,NA,6722.12,NA
"Thg1l",8437.67000000001,12458.3,12668,14098.6,14123.6,14032.7,11589.3,NA,15346.4,13093,11098.5,12842.2,12239.5,9487.64,12972.8,11524.8
"Igh-1a",37208.7011048511,51982.1116945687,64769.5033694956,31063.6424077535,32618.6040734924,31036.7545143767,40039.9755315545,28845.0754413237,25313.8122283993,28596.8000000449,19359.6000000303,15357.3000000241,103600.062561162,94957.1203648985,111112.405788468,60817.6935394806
"Mrps33",24548.2,NA,28050.2,NA,29832,31193.9,30474.4,32163.9,33788.7,32770.8,20169.6,22872.3,35012.2,21946.4,28996.7,33507.6
"Arfrp1",33902.3262953937,43083.0940280842,35258.3094605601,27037.2162746221,36750.8649360652,37684.8802406526,40595.0001289749,31350.1372816366,46584.247135388,39621.0161421072,34100.4447783397,29870.8409947129,32488.632857207,34450.3973279376,31781.3773671227,29370.1266453156
"Slc45a3",8530.92,9069.12,7143.02,10816.3,14957.5,12777.9,12108.1,10450.4,11153.6,7819.61999999999,9666.69000000001,7703.43,9746.01,11300.1,14766.1,9355.14
"Kcnc3",5697.07,9329.77,9057.54000000001,7911.41999999999,6913.63,8374.81,7166.24,7654.15,7496.36999999999,8341.18,6703.21,NA,6645.21,7849.38,5378.41,8192.79
"P2ry1",NA,NA,NA,8560.29,NA,9260.10000000001,8170.64,NA,NA,NA,NA,NA,5604.11,10200.5,9942.91999999999,NA
"Ephb6",NA,NA,NA,NA,46584.7,NA,NA,62971,47665.9,NA,NA,NA,46492.9,NA,NA,NA
"Rbfox2",9723.55293790361,9189.01606286456,7422.53646067651,11380.861173608,10768.9807246539,9411.57392361671,7729.31532968154,6971.2800000094,6102.93000000823,7664.71088041088,5513.91089725272,9012.54963519292,9884.0247296341,8280.54241476319,8620.4077281966,7294.0051634869
"Vldlr",4039.55,3977.62,3227.69,5948.59,NA,NA,NA,6259.63,4062.7,2497.79,NA,6906.69999999999,4910.07,2464.32,NA,7472.83
"Ttc33",8613.14000000001,11812.6,9061.06,10592.3,10178.7,9018.55,11081.6,9516.94,10986,11708.3,12069.7,10144.9,10582.3,10377.7,9520.55999999999,9189.72
