Genes,log2FC(S2/P1),q value
ATP5IF1,-0.263202663,0.002694097
GPR107,-0.263265534,0.00084038
LMO7,-0.263414673,0.005566899
COL1A1,-0.263461186,6.30E-05
PAF1,-0.263546106,0.002078092
VRK3,-0.263601628,0.000358166
SYNJ2BP,-0.26367277,0.002480384
TANGO6,-0.26370332,0.003182588
HERC2,-0.263831406,0.000359742
PTPN13,-0.263931763,0.001223805
PARL,-0.263982993,0.009774529
OXA1L,-0.26401988,0.004794524
NCOA5,-0.264221558,0.001669637
ABCC10,-0.264478747,0.001996255
RALBP1,-0.264498772,0.007700392
PKP4,-0.264553407,0.000500015
RGP1,-0.264574851,0.000579146
COL8A1,-0.264578053,0.051084661
ETFDH,-0.264622908,6.30E-05
PCF11,-0.264712183,0.001360212
COL17A1,-0.264804926,0.065374019
RPS18,-0.264837529,0.001314881
LONP2,-0.264875561,0.000395314
TM9SF2,-0.264890005,0.004643798
NOTCH3,-0.265119811,0.002742692
NDUFA1,-0.265139564,0.001372178
ARL5A,-0.265325862,0.003585741
TLN2,-0.265366786,0.029835519
TFG,-0.265367397,0.096528675
PTBP1,-0.265480901,0.000259207
HSDL2,-0.265519675,0.000689677
KRT34,-0.265547667,0.100536833
PCDH1,-0.26560357,0.011294159
DBT,-0.265617479,0.006384389
ECD,-0.265804201,0.00078496
SORBS3,-0.265897849,0.002694097
NDUFA13,-0.26599697,0.000182367
KBTBD11,-0.266032618,0.01135823
NUP214,-0.26610595,0.000200508
GNB1L,-0.266252709,0.0289092
CWF19L1,-0.266273997,0.000175502
PRXL2A,-0.266349098,0.000954568
COIL,-0.266404753,0.002867487
SFXN3,-0.266536104,0.000215348
COX7A2,-0.266651359,0.000158423
CLK2,-0.26671996,0.000258376
SEPTIN5,-0.266754497,0.001541811
EIF4A3,-0.266841205,0.00061196
NTHL1,-0.266865296,0.001820196
SERPINH1,-0.266965569,0.000216673
POP1,-0.266968411,0.013592219
TOM1L1,-0.267232721,0.017970604
LLGL2,-0.267356125,5.20E-05
SF3B3,-0.267364613,0.00026849
RPL22,-0.267371173,0.005434676
IQSEC1,-0.267597194,0.145094837
VPS36,-0.267623475,0.000585787
GRHL3,-0.267634334,0.003969996
NR3C1,-0.267868592,0.003977037
AP1M2,-0.268225234,0.002592313
ACKR1,-0.268260527,0.001289717
SMNDC1,-0.26826427,0.000262745
POLA1,-0.268304858,0.005996642
RARRES2,-0.268378503,0.054663151
FTSJ3,-0.268406535,0.071689136
ELMOD2,-0.268516012,0.006530788
LRATD2,-0.268668327,0.018814986
MADD,-0.268723157,0.002273824
SRGAP2,-0.268770449,0.000628018
SHROOM3,-0.268792023,0.039154973
RPS16,-0.268796469,0.000922023
CD2AP,-0.268871347,0.00021841
EIF2S2,-0.268878867,0.000476515
KIF2A,-0.268924963,0.009340852
ATP5PO,-0.26893328,0.000117178
DMXL1,-0.268969051,0.019481452
NOP14,-0.269022121,0.001330587
PLP2,-0.269243987,0.0016543
PPFIBP2,-0.269277254,0.000224385
CCDC126,-0.269282798,0.010984446
WDR55,-0.269309657,0.002854743
BRPF1,-0.269338431,0.012320212
BCR,-0.269417101,0.004842899
POLR1A,-0.269494275,0.006149248
ATG2B,-0.269508063,0.072945538
ATG16L1,-0.269530857,0.027938019
ACSBG1,-0.269547299,0.07778947
KLK10,-0.269602429,0.006924997
AHNAK2,-0.269609651,0.001310735
LAD1,-0.269617581,0.000261004
CNOT2,-0.269623456,0.010618541
IWS1,-0.269725308,0.00793077
LAMA5,-0.269730959,0.000548927
HLA-C,-0.269753317,0.176199423
PPP6R3,-0.269827439,0.000894781
PHB,-0.269872807,0.000168491
MRPS22,-0.269920837,0.000618454
VANGL2,-0.269926233,0.002453125
MAP4K3,-0.269951101,0.000358166
DPH1,-0.269968351,0.017196269
SEC14L1,-0.270092689,0.002115597
DUSP12,-0.27023984,0.031052702
DENND2D,-0.270595086,0.01013721
COMMD5,-0.270600499,0.000602935
MMRN1,-0.27073309,0.029094249
PPM1L,-0.270782864,0.021305392
SLC25A24,-0.270805638,0.000148815
MID1,-0.270829774,0.004478712
PEAK1,-0.27086858,0.001473633
TMED7,-0.271007447,0.000385633
FECH,-0.271032082,0.056570057
NUP205,-0.271119984,0.001641568
MPRIP,-0.271124183,0.000715778
MAPRE1,-0.271246252,0.001630832
MRPS23,-0.271446344,0.000179011
YTHDF3,-0.271591202,0.00063862
RHBDD1,-0.271724465,0.003938407
RFX1,-0.271757227,0.009669103
CYP4F3,-0.271812522,0.002278173
SEC23IP,-0.271849237,0.00150436
FUBP1,-0.271931336,0.003859217
EDC4,-0.271958949,0.001855598
SMC5,-0.271965048,0.001083171
RAB5A,-0.272023772,0.015096694
ATXN1,-0.272031285,0.00067436
MFSD8,-0.272274622,0.019525395
DES,-0.272385325,0.00013109
MITD1,-0.272394642,0.001378499
LYPD3,-0.272591938,0.0247092
IST1,-0.272661237,0.000291958
ABHD17A,-0.272712442,0.001074654
COMMD9,-0.27275,0.015735121
SREK1,-0.272788522,0.003280437
NCL,-0.272810082,0.002798307
CPNE3,-0.272863302,0.000358556
DHX15,-0.273123158,0.000598922
TOPBP1,-0.273157297,0.001132555
NUDT21,-0.273193317,0.000579366
EXTL3,-0.273201056,0.00131573
TTC12,-0.273239888,0.006069306
GGA3,-0.273258082,0.001536279
C4BPA,-0.273325273,0.077194829
ANO9,-0.273349078,0.010416334
MTMR9,-0.273405907,0.000419956
DPM1,-0.273498819,6.30E-05
VPS37C,-0.273594436,0.001389825
H2AC19;H2AC20,-0.273640817,0.002167656
TRIM14,-0.27381554,0.002734695
RPL21,-0.2739161,0.009475923
STRBP,-0.27392237,0.001864108
MYH14,-0.273953697,0.000730101
IQGAP2,-0.274066996,0.006934409
MPP1,-0.274102623,0.002039885
PIK3C2G,-0.274127605,0.001205914
HAL,-0.274332839,0.002039885
NCKAP1L,-0.274341338,0.019922345
BZW1,-0.274382915,0.036158127
MIDEAS,-0.274392421,0.006082193
CYP4X1,-0.2743976,0.014275911
ELOA,-0.274531648,0.007243651
FAM135A,-0.274550697,0.005589185
ABCF3,-0.27463551,0.003252565
GBA2,-0.274663829,0.001348198
KIAA0930,-0.274682257,0.000327703
SETD3,-0.274801498,0.120887744
MAP3K8,-0.274958826,0.001240832
ANKH,-0.274966914,0.002511494
FMO5,-0.27504999,0.00846981
CABLES1,-0.275068684,0.030800657
MRPS17,-0.275086267,0.000872569
YPEL5,-0.275160126,0.014544354
HLA-C,-0.27518934,0.023675985
FAM162A,-0.27522261,0.001393592
NUP93,-0.275240427,0.000455409
LYST,-0.275290431,0.012424721
HTATIP2,-0.27529784,0.000180743
RAB24,-0.275316059,0.003030707
WDR82,-0.275467279,0.00174289
SPATA20,-0.275468008,0.000983708
SRPRB,-0.275709066,0.000154008
CIRBP,-0.275824558,0.049565936
DHX9,-0.275841816,0.000106772
TBC1D23,-0.275853412,0.009891454
PTCD3,-0.275933842,0.000922023
PHC3,-0.275983813,0.00144523
EPHA1,-0.275994052,0.095337577
KNTC1,-0.276055888,0.009359103
CDC16,-0.276064933,0.036354835
TUBA8,-0.276072134,0.042921803
NUP210,-0.276133091,0.018295395
DLG3,-0.276154331,0.001670219
RPLP0,-0.276180846,0.000118441
DNAJC13,-0.276266715,0.043543151
ZRANB2,-0.276330829,0.002719439
EHD4,-0.27656726,0.000207665
PEF1,-0.276637888,0.002236606
LRRC47,-0.27665062,0.000978954
LRRC40,-0.276740486,0.002570975
LIMCH1,-0.276827612,0.00056004
CIC,-0.277037954,0.00801849
TLCD1,-0.277067503,0.133928291
NDE1,-0.277221174,0.00061098
RTN4IP1,-0.277239274,0.01327721
ATXN2,-0.277320201,0.019351869
GUF1,-0.277353956,0.005152817
TMEM199,-0.277383275,0.000582535
LAMA4,-0.277413769,0.004284621
RBMX,-0.277415,7.78E-05
PLGRKT,-0.277475964,0.003262441
CBX5,-0.277515376,0.001325882
EGLN1,-0.27754344,0.000472858
BRD2,-0.277671197,0.020431189
ZBTB11,-0.277728839,0.005443692
NUP50,-0.277779418,0.005438764
SMG8,-0.277816108,0.061880754
WDFY2,-0.27781986,0.010611434
FERMT3,-0.27796282,0.003459148
HDAC5,-0.278007345,0.002588709
TRABD,-0.278035292,0.001815826
CSTF2,-0.278156103,0.016519239
PUSL1,-0.278178775,0.007615559
USE1,-0.278252205,0.000335731
AP1G1,-0.278346561,0.005076712
GSK3A,-0.278432792,0.001074654
SLC25A3,-0.278594728,0.000117661
RPS19,-0.278857664,0.001393592
EHHADH,-0.278886874,0.000290556
FLG2,-0.278920554,0.000367691
CYLD,-0.278939465,0.000837031
ALDH18A1,-0.278999286,0.003452212
ERBIN,-0.27902385,0.00019813
FOXK2,-0.27910329,0.000880392
PTGIS,-0.279127576,0.020007307
MPHOSPH8,-0.279296339,0.000859387
LSM4,-0.279304702,0.001661443
EFTUD2,-0.27944234,0.000122942
MICALCL,-0.279579686,0.035401881
TERF2,-0.279619013,0.004557014
DHCR7,-0.279683799,0.000658724
CLCN7,-0.27982383,0.010993399
HSD17B7,-0.280013979,0.001123411
MRPL55,-0.280262091,0.087100655
MED25,-0.280281645,0.004115701
ARL14EP,-0.280383879,0.001885862
TBC1D14,-0.280482698,0.001030068
MAX,-0.280524926,0.017862363
TJP3,-0.280573902,0.117925592
CDSN,-0.280580638,0.013795734
GPR89A;GPR89B,-0.280729724,0.01559805
ARHGAP12,-0.280750259,0.012525423
TRIM24,-0.280766417,0.002149445
CLK3,-0.280783821,0.015201562
SERBP1,-0.280802378,0.000333414
ERLEC1,-0.280847492,0.000745549
SYNE2,-0.281097787,0.014069374
AFTPH,-0.281152776,0.02135734
GRB7,-0.281192925,0.001954285
DNAJC9,-0.281224993,0.000941513
HERC1,-0.281267519,0.000931514
PMS2,-0.281383347,0.009696229
RNASEL,-0.281485274,9.15E-05
IP6K2,-0.281512182,0.000931636
MGST3,-0.281518491,0.000627576
PLEC,-0.281695783,5.20E-05
SQOR,-0.281945608,0.000149699
NADK,-0.281983125,0.00359092
MBNL1,-0.282099706,0.001520089
GLT8D2,-0.282178399,0.029849316
FOXRED1,-0.282365744,0.008002453
FBLL1,-0.282456903,0.005344477
MRPL44,-0.28246654,0.007253604
COL6A3,-0.28255569,0.000304941
SRRM2,-0.282720537,0.012510921
BBS1,-0.282860369,0.001893196
LENG1,-0.282878236,0.006938534
CELSR2,-0.283107291,0.000806937
ALS2CL,-0.283112027,0.032619781
POLG,-0.28323952,0.000503752
VAPA,-0.283302212,0.000170069
AFAP1L2,-0.283343491,0.043543151
SMARCC1,-0.283351037,0.048327498
MAPRE2,-0.283374144,0.000371317
SHOC2,-0.283769175,0.004400964
TMEM14C,-0.283781515,0.000436883
CALCOCO1,-0.283904138,0.0324989
ATP8B1,-0.284169677,0.007242726
SPTBN1,-0.284390819,0.000366054
WIZ,-0.284411201,0.0010735
DSC3,-0.284434583,7.74E-05
DNAJA4,-0.284437511,0.006108029
PLCD3,-0.284464808,0.02749767
MAVS,-0.284555479,0.004921451
LRRC15,-0.284692316,0.007307373
ARFGAP2,-0.284836474,0.009116162
ELOVL7,-0.284928148,0.045442862
RPS12,-0.285063564,0.027272381
MRPS15,-0.285063816,0.000359085
HP1BP3,-0.285168215,0.001311426
MAP4K2,-0.285169703,0.001321618
VPS13D,-0.285245431,0.090741712
POLD2,-0.285259199,0.001635685
CHP1,-0.285261582,0.012564824
COPG1,-0.28530722,0.000655446
SLC11A2,-0.285546548,0.007691005
SNU13,-0.285588436,0.00245487
KIF1C,-0.285616027,0.101585709
PSMB3,-0.285670977,0.000757837
ARHGEF4,-0.285703541,0.000498487
GIGYF1,-0.285786203,0.000993044
ZMAT2,-0.285828917,0.001094978
METTL5,-0.285866506,0.000335731
TARDBP,-0.28589125,0.023783507
TTF2,-0.285923034,0.000118441
DDX11;DDX11L8,-0.285933587,0.000779798
RBM19,-0.285972033,0.000629012
CPSF1,-0.285979158,0.107098207
ARL6IP5,-0.286068321,0.002138245
TMBIM1,-0.286069869,0.003240283
CCDC22,-0.28609966,0.001338476
MAP4K5,-0.286100351,0.025948552
RPS23,-0.286231087,0.001715059
SNX14,-0.286285109,0.001459582
IL33,-0.286337433,0.021141721
EIF3E,-0.286358545,0.001170919
TMEM123,-0.286359582,0.012787048
TIMM44,-0.286562763,0.003113072
PLEKHM2,-0.286659688,0.006036105
UST,-0.286796232,0.004106809
AGPAT3,-0.286801844,0.003713806
HDGFL3,-0.286809759,0.001240832
SMPD2,-0.286960426,0.005838902
KIAA1671,-0.286976608,0.000436883
NAA30,-0.287240035,0.012525423
SF3A3,-0.287281052,0.001404262
PROM2,-0.287288116,0.000118441
HNRNPR,-0.287387085,0.000440917
ARRDC1,-0.287445416,0.004491574
CDK7,-0.287449391,0.011337089
OSBPL10,-0.28745579,0.00045895
RNF123,-0.287514754,0.013000102
CORO1C,-0.287591773,0.000875975
THBD,-0.287595318,0.007260561
ZNF598,-0.287636033,0.001024361
TMX3,-0.287684603,0.000601814
SIGMAR1,-0.287692402,0.002859132
EIF4E2,-0.287704341,0.008836758
KBTBD4,-0.287742919,0.000514028
DIDO1,-0.287786888,0.010993566
FAM91A1,-0.28781962,0.002149358
DDX20,-0.287909136,0.00130644
BRD9,-0.287958791,0.001960489
ZDHHC21,-0.288039986,0.004130402
UACA,-0.288040871,0.02611088
MAP3K7,-0.288058386,0.010888821
SLC38A7,-0.288072841,0.001756502
RFC4,-0.28812861,0.004689197
POU3F1,-0.288190799,0.002091308
WFS1,-0.288210721,0.073857486
SIDT2,-0.288235684,0.000717563
ABCB9,-0.288275004,0.041457834
FBXO38,-0.288348027,0.008920646
RETREG3,-0.28853182,0.045091154
APOOL,-0.288628374,0.002093319
GNA15,-0.288731726,0.024781115
CDC23,-0.288761707,0.006606648
CDK5RAP3,-0.288788848,0.000122286
SIRT6,-0.28880982,0.001046023
MRPL28,-0.288882437,0.010225335
GTPBP10,-0.288924541,0.000821893
DHX36,-0.288942362,0.000388693
THBS3,-0.289015189,0.01685088
TTC39B,-0.289069047,0.013506755
COQ7,-0.289081112,0.013506755
HEATR6,-0.289113935,0.000772401
HCFC1,-0.289119234,0.037912774
TTC8,-0.289197329,0.017116708
MOB2,-0.289235936,0.014571903
GOLIM4,-0.289285843,0.005152817
GIMAP1,-0.289426704,0.001529842
CYB5R1,-0.289486413,0.000203475
ACVR1B,-0.289607361,0.00972618
MANEA,-0.289653348,0.010771947
RBBP6,-0.289886559,0.002644656
KIF21A,-0.289960573,0.01547738
SF1,-0.289965928,0.000732536
VCPIP1,-0.290123469,0.005664431
SART3,-0.290367579,0.001358473
IGF1R,-0.29042597,0.005717721
UBL4A,-0.290503374,0.009376212
SLC25A5,-0.290562687,7.91E-05
CLEC16A,-0.290567168,0.002906093
PSMB4,-0.290584173,0.000983708
RHOT1,-0.290592193,0.000259207
CHMP2A,-0.290760833,0.001665726
DNAJC7,-0.290846713,0.002775351
MCTS1,-0.290945694,0.002075939
CNNM4,-0.291049674,0.026748322
ARHGEF1,-0.291372796,0.000334116
PLD1,-0.291403153,0.000402951
SAP30BP,-0.291483621,0.005856731
GBP6,-0.291544523,0.002036696
NIFK,-0.291580051,0.096528675
TMEM134,-0.291610968,0.004048074
DCP1A,-0.291675991,0.025496207
PIP5K1C,-0.291702737,0.004913459
DHRS7,-0.291707325,0.002508969
CPNE6,-0.291720791,0.014263395
FERMT1,-0.291761023,0.000567023
TRANK1,-0.291804099,0.047567733
NCLN,-0.291932713,0.000557401
SLC25A23,-0.291960817,0.001823725
SNX17,-0.291968572,0.002697015
MSI2,-0.29204153,0.005749379
GSK3B,-0.29215653,0.03816775
HPSE,-0.292204365,0.001286888
IKBIP,-0.292227185,0.006836316
TNRC6B,-0.292305051,0.003052919
FARP2,-0.292421822,0.002812403
MED15,-0.292422003,0.002202504
RPS10,-0.292525943,0.000501932
RCOR1,-0.292609133,0.000395361
UNC45A,-0.292659958,0.000707435
RPS3A,-0.292663445,0.000923544
CLPTM1L,-0.292712895,0.002588709
EMC9,-0.292798248,0.012525423
EPHA2,-0.292835602,0.011986937
TRAPPC5,-0.292849652,0.038368631
QKI,-0.292945755,0.001130758
ESRP2,-0.29314965,0.003731801
PARD6G,-0.293269472,0.000130636
LAMA3,-0.293407288,0.076755915
DIP2C,-0.29340909,0.002854743
VDAC1,-0.293488867,9.94E-05
KRT72,-0.293500617,0.00134546
SEC11C,-0.293539672,0.000730657
KATNA1,-0.293736484,0.020840687
POLR1E,-0.293877864,0.002461842
TRIP12,-0.293967519,0.017779287
HNRNPA0,-0.294186089,0.000259173
POLR1B,-0.2942402,0.006938534
PSAPL1,-0.294305843,0.001206275
TIMM23,-0.294395162,0.017377612
MMP7,-0.29461111,0.030045745
TMEM30A,-0.29461706,0.00323287
EIF4G1,-0.29475789,0.000286351
SLC7A1,-0.294805425,0.011858591
JAK2,-0.294847598,0.00616768
NMD3,-0.294902977,0.003542444
PALS1,-0.295092334,0.010611442
HOMER3,-0.295300395,0.003729341
ZC3H11A,-0.295332529,0.011578472
HNRNPU,-0.295416789,0.00019813
ITGA2B,-0.295472674,0.02356053
AP5B1,-0.295478776,0.004351063
TNS2,-0.295507043,0.011117805
ZADH2,-0.295677975,0.017521529
WDR18,-0.29570472,0.006923362
PCYT1A,-0.295771111,0.000503248
RHOT2,-0.295867211,0.000615238
HTATSF1,-0.295909604,0.00043574
RAB21,-0.295934909,0.000788567
WDR11,-0.295947116,0.031451029
LRRC41,-0.295982264,0.006518911
CTNNA1,-0.296069429,7.48E-05
PI4K2B,-0.296098515,0.000350329
ARHGEF2,-0.296146893,0.073231596
MAP2K7,-0.296203105,0.014134046
APBB2,-0.296214581,0.000395591
VIRMA,-0.296239414,0.004179957
ROCK1,-0.296303824,0.001079692
UTRN,-0.296312123,0.000160668
GPC1,-0.296357959,9.67E-05
PPIB,-0.296358493,0.000474559
PIGO,-0.296466111,0.092392072
CC2D1B,-0.296541729,0.007315872
RIOX2,-0.296552357,0.114009556
CHP2,-0.296641451,0.000117661
ATP5MJ,-0.296684002,0.000167253
SRSF11,-0.296684115,0.000932785
RABGEF1,-0.296742249,0.004600507
ARL6IP4,-0.296781153,0.000231499
ERBB2,-0.297001043,0.011113955
SYK,-0.297071541,0.019564116
INTS14,-0.297406731,0.001503532
EIF4ENIF1,-0.297427127,0.001607351
ABCD3,-0.297444885,0.000118441
TLCD3A,-0.297535174,0.001456654
TMX1,-0.297718608,0.009609981
MACF1,-0.297730219,1.60E-05
MID2,-0.29805933,0.083134957
EIF3M,-0.298097416,0.012108663
EDEM2,-0.29810828,0.003758112
MATN2,-0.298115601,0.015014002
YOD1,-0.298215084,0.016433641
SRP72,-0.298272379,0.059212108
STING1,-0.298292888,0.000359706
PRIM1,-0.298359429,0.002687882
PELP1,-0.298365881,0.001780605
CYP4B1,-0.298433515,0.009734121
CHID1,-0.29848617,0.023225655
TDRKH,-0.2985064,0.001534103
STIM2,-0.298574742,0.001045435
SFXN1,-0.298592512,0.000441332
HSD17B11,-0.298611363,0.001661443
FBLN2,-0.298620576,0.00105966
CWF19L2,-0.298703323,0.000497042
ADPGK,-0.298759939,0.001163735
HNRNPR,-0.298805744,0.043562967
TMEM65,-0.298881319,0.000580102
PHB2,-0.298937669,0.000106969
SNRNP200,-0.29895009,3.76E-05
ARHGEF12,-0.299043837,0.000497042
C1QA,-0.299087797,0.019325066
RETREG1,-0.299129961,0.000774327
C1QC,-0.299206341,0.003528538
ANP32B,-0.299298323,0.000781427
UVRAG,-0.29948348,0.011325054
SIPA1L1,-0.299520734,0.003246607
KIAA2013,-0.299559752,0.02284686
DNAJA1,-0.299583678,0.02317416
FMN1,-0.299785801,0.001067789
CHD1L,-0.29990525,0.027310639
SUN1,-0.300000892,0.064675994
FUBP3,-0.300064999,0.001256983
LEO1,-0.300096198,0.003649549
SSR1,-0.300213249,9.09E-05
WAC,-0.300296882,0.002607623
RPS2,-0.300367753,0.000911651
SLC25A52,-0.300690522,0.012651288
CNOT3,-0.300782202,0.017011488
TBC1D2,-0.300826229,0.000792302
PRKRA,-0.300834658,7.20E-05
RFC3,-0.300972216,0.018317201
CLEC2B,-0.301058123,0.001393592
RELCH,-0.301217479,0.000512299
CD55,-0.301240704,0.009693139
HACL1,-0.301261448,0.01185343
ACACA,-0.301430706,0.000387832
EIF3A,-0.301538976,8.74E-05
MAEA,-0.301564028,0.004495284
NR2F6,-0.301573437,0.001357202
ACAP2,-0.30191337,0.007247694
MRPL17,-0.302093288,0.006691116
RPL36AL,-0.302206182,0.003714475
ZNF512B,-0.302323474,0.008862286
ARFGAP1,-0.302351572,0.008075331
PAK4,-0.302404533,0.000437041
GPD2,-0.302429697,4.17E-05
RPS25,-0.302504221,0.000862097
NIPBL,-0.302520441,0.113370351
LIPK,-0.302606734,0.002190418
NKIRAS2,-0.302632059,0.014340373
PTGES,-0.30293846,0.003205238
CNOT11,-0.302949203,0.006146785
PPP1R21,-0.302952839,0.009820279
HCFC2,-0.302962552,0.000189552
ZNFX1,-0.303028234,0.01365674
CC2D1A,-0.303065467,0.000237135
SENP1,-0.303149853,0.002826694
TOE1,-0.303356279,0.000173993
MPV17,-0.303416672,0.001862817
FMC1;LUC7L2,-0.303432493,0.000622474
MED31,-0.303445593,0.00022015
TVP23B;TVP23C,-0.303463451,0.015055031
PALS2,-0.303496198,0.009307508
GTPBP6,-0.303579174,0.001015985
GRHL1,-0.30358244,0.043277403
LPIN3,-0.303589875,0.000730101
SRBD1,-0.303590381,0.038569785
NSUN5,-0.30371252,0.000796498
ULK3,-0.303780374,0.003222589
PA2G4,-0.303807594,0.00130644
SELENOH,-0.303810682,0.000541008
CTNNBL1,-0.303900778,0.000483587
TNFAIP3,-0.304032787,0.002071324
ANAPC7,-0.304063657,0.000160333
MLYCD,-0.304128588,0.01042778
MRPS25,-0.304260882,0.005527463
KANK1,-0.304299689,0.001393592
NDUFA6,-0.304420104,0.001206275
LETM1,-0.304421325,0.000116079
TMEM70,-0.30442375,0.001715059
TEP1,-0.30447785,0.001810923
TM9SF1,-0.30454904,0.000477191
NHSL1,-0.304673652,0.002446498
DOCK1,-0.304674841,0.000419353
RPTOR,-0.304784596,0.005861908
RPP30,-0.304843838,0.003476558
KRT4,-0.304903049,0.007809153
MSH3,-0.304903478,0.001833756
YEATS4,-0.304966397,0.056741767
GRAMD4,-0.305076916,0.000363711
CEP76,-0.305133561,0.001697059
AGTPBP1,-0.305198925,0.005447626
ORC2,-0.305270973,0.001278376
LDLRAP1,-0.305298773,0.01071171
DHODH,-0.305311502,0.032883689
TFAP2C,-0.305360215,0.000419353
GJB3,-0.305574263,0.001783727
ERLIN2,-0.30560533,4.05E-05
STX11,-0.305635142,0.000587503
RPS20,-0.305637258,0.000908348
NDUFA7,-0.305666676,0.001175387
ANK1,-0.305845814,0.000531313
TPPP,-0.306013057,0.004045066
PPP1R37,-0.306038936,0.036686395
CCDC6,-0.306068714,0.000542533
AP5M1,-0.306135777,0.019481452
VDAC2,-0.306157269,7.50E-05
TMEM43,-0.306309512,0.00012212
CLDND1,-0.306357562,0.031849772
NEIL2,-0.306360981,0.007067288
TMBIM6,-0.306477503,0.002275093
AFAP1,-0.306489587,0.003084877
PIGN,-0.306536075,0.00102949
MALL,-0.306622794,0.003065498
GLCE,-0.306674154,0.015419303
THOC6,-0.306698033,0.002325932
SLC5A1,-0.306728287,0.059167705
COPA,-0.306784725,0.000641955
ARAF,-0.306980034,0.003890161
LIG1,-0.306991319,0.031849772
CHIC2,-0.30725333,0.010991349
RNGTT,-0.307260606,0.003428573
TRAPPC8,-0.307322247,0.008798767
MIA3,-0.307322565,0.007384825
MCU,-0.307691542,0.00679957
AFG3L2,-0.307757436,7.11E-05
USP30,-0.307851363,0.003649549
SPAG1,-0.307900231,0.023400937
KRT82,-0.307916344,0.014508983
NDUFB6,-0.307970449,0.00963157
NUDT16L1,-0.307997299,0.033364576
RPS15A,-0.308018542,0.000307165
SLC27A4,-0.308022076,0.000375705
DDX42,-0.308068925,0.00071517
RRM1,-0.308110597,0.007429956
RGS12,-0.308139821,0.00328758
ABI1,-0.308367609,0.000194081
UIMC1,-0.308463311,0.00231495
TNK1,-0.308582343,0.000377583
ATAT1,-0.308604046,0.001590264
COL15A1,-0.308661884,0.020189223
KRT7,-0.308687664,0.035960644
PBXIP1,-0.308854316,0.007364645
MOV10,-0.308900838,0.003731801
MTCH2,-0.308901636,0.000395314
PPFIBP1,-0.309139915,0.030375495
GIGYF2,-0.309296151,0.016642561
TBL3,-0.309411769,0.002046933
SEC24B,-0.309516024,0.020621227
SLAIN2,-0.309533195,0.011986937
POLD1,-0.309535149,0.0005917
SMARCA1,-0.309849818,0.000118441
CDK9,-0.30995425,0.000919149
MED23,-0.309960445,0.057756521
MED1,-0.309966761,0.003263005
ANKHD1,-0.310001297,0.001012514
DNAJA3,-0.310011231,0.000587621
STX8,-0.310068454,0.003372826
SYNGR1,-0.310176976,0.024113259
ILKAP,-0.310210512,0.021438922
SNX8,-0.310272132,0.000139407
TMF1,-0.310339091,0.00950498
UNC13B,-0.310397077,0.001324174
LIPH,-0.310402958,0.000122942
AWAT2,-0.310418691,0.019528517
MRPS2,-0.310424234,0.004336377
CHCHD3,-0.310435174,0.006511656
TLE3,-0.310437717,0.0324989
INTS12,-0.310441109,0.000812767
CUSTOS,-0.310466652,0.000478842
TRAPPC9,-0.310467514,0.010330803
S100A16,-0.31049786,9.00E-05
ADAM10,-0.31053394,0.004351063
NUP54,-0.31060457,0.026094776
ARF6,-0.310604878,0.000610984
USP19,-0.310619671,0.059149442
SLC12A2,-0.310637542,0.014773251
PIGU,-0.31064951,0.008239007
SLC12A9,-0.310758774,0.020952281
BRAT1,-0.310782589,0.001525585
CDC42BPA,-0.310784657,5.20E-05
DYNLT1,-0.310788058,0.001702143
ASAP1,-0.310836461,0.001536279
SEPTIN7,-0.310958553,0.000262745
ZFP36L1,-0.310966907,0.000730101
COL3A1,-0.311012791,0.000287905
RPS17,-0.311179531,0.000573016
SUPT6H,-0.311245785,0.0379951
PARD3,-0.311271,2.47E-05
VAV2,-0.31157409,0.077552669
YTHDF2,-0.311624987,0.001045435
WDR13,-0.311684161,0.001503534
FHL2,-0.311745947,0.006871837
NCOA4,-0.311776411,0.000104437
ZFR,-0.311781921,0.001790477
FXR1,-0.311798243,0.020431956
LAMC1,-0.312007158,0.000428073
PTPN23,-0.312142919,0.000395314
TAOK1,-0.312319189,0.005749379
LMNB2,-0.312419752,5.67E-05
STX10,-0.312502977,0.001713526
TRIM32,-0.312553414,0.002324929
ERCC5,-0.31268918,0.000307165
AP3M2,-0.312715657,0.001089721
WDFY3,-0.312888203,0.007044815
ACSM3,-0.31302728,0.007825801
ORC4,-0.313111442,0.000196083
CDC34,-0.313224035,0.029805486
BDH1,-0.313253114,7.45E-05
TANC1,-0.313343541,0.075099514
CHI3L1,-0.31347694,0.01502937
RPS9,-0.313494967,0.000853955
