Genes,log2FC(S2/P1),q value
TUBA4A,-0.002545267,0.990069354
PPIE,0.004554924,0.990069354
MAP3K3,-0.005442856,0.990082078
SEC24D,-0.003725881,0.991997869
GNA13,0.013285813,0.993703102
PRCP,0.002470611,0.996154929
LLGL1,-0.000532987,0.996154929
MAEA,-0.0012869,0.996593353
EIF5,0.000690277,0.99843051
AP2A1,0.000271189,0.999115423
TM9SF3,-0.000191216,0.999723441
