"","HGNC.symbol","MGI.symbol","type"
"1519","HLA-E","H2-M2","defense/immunity"
"1520","HLA-E","H2-M10.3","defense/immunity"
"1521","HLCS","Hlcs","metabolite interconversion enzyme"
"1522","HMGCL","Hmgcl","metabolite interconversion enzyme"
"1523","HMGCR","Hmgcr","metabolite interconversion enzyme"
"1524","HMMR","Hmmr","unclassified"
"1525","HMOX1","Hmox1","metabolite interconversion enzyme"
"1526","HMOX2","Hmox2","metabolite interconversion enzyme"
"1527","HNF1A","Hnf1a","gene-specific transcriptional regulator"
"1528","HNF4A","Hnf4a","gene-specific transcriptional regulator"
"1529","HNF4G","Hnf4g","gene-specific transcriptional regulator"
"1530","HNRNPA1","Hnrnpa1","RNA metabolism"
"1531","HNRNPH1","Hnrnph1","RNA metabolism"
"1532","HNRNPL","Hnrnpl","RNA metabolism"
"1533","HNRNPM","Hnrnpm","unclassified"
"1534","HOMER3","Homer3","other intercellular signal"
"1535","HP","Hp","protein modifying enzyme"
"1536","HPGDS","Hpgds","metabolite interconversion enzyme"
"1537","HPRT1","Hprt","metabolite interconversion enzyme"
"1538","HPX","Hpx","protein modifying enzyme"
"1539","HRAS","Hras","protein-binding activity modulator"
"1540","HRG","Hrg","protein-binding activity modulator"
"1541","HRH1","Hrh1","G-protein coupled receptor"
"1542","HRH2","Hrh2","G-protein coupled receptor"
"1543","HRH3","Hrh3","G-protein coupled receptor"
"1544","HRH4","Hrh4","G-protein coupled receptor"
"1545","HSD17B1","Hsd17b1","metabolite interconversion enzyme"
"1546","HSD17B11","Hsd17b11","metabolite interconversion enzyme"
"1547","HSD17B2","Hsd17b2","metabolite interconversion enzyme"
"1548","HSD17B3","Hsd17b3","unclassified"
"1549","HSD17B6","Hsd17b6","metabolite interconversion enzyme"
"1550","HSD17B7","Hsd17b7","metabolite interconversion enzyme"
"1551","HSD17B8","H2-Ke6","metabolite interconversion enzyme"
"1552","HSD3B1","Hsd3b2","metabolite interconversion enzyme"
"1553","HSD3B1","Hsd3b9","metabolite interconversion enzyme"
"1554","HSD3B1","Hsd3b1","metabolite interconversion enzyme"
"1555","HSD3B1","Hsd3b6","metabolite interconversion enzyme"
"1556","HSD3B1","Hsd3b8","metabolite interconversion enzyme"
"1557","HSD3B1","Hsd3b3","metabolite interconversion enzyme"
"1558","HSD3B1","Hsd3b4","metabolite interconversion enzyme"
"1559","HSD3B1","Hsd3b5","metabolite interconversion enzyme"
"1560","HSD3B2","Hsd3b4","metabolite interconversion enzyme"
"1561","HSD3B2","Hsd3b3","metabolite interconversion enzyme"
"1562","HSD3B2","Hsd3b6","metabolite interconversion enzyme"
"1563","HSD3B2","Hsd3b2","metabolite interconversion enzyme"
"1564","HSD3B2","Hsd3b9","metabolite interconversion enzyme"
"1565","HSD3B2","Hsd3b8","metabolite interconversion enzyme"
"1566","HSD3B2","Hsd3b5","metabolite interconversion enzyme"
"1567","HSD3B2","Hsd3b1","metabolite interconversion enzyme"
"1568","HSP90AA1","Hsp90aa1","chaperone"
"1569","HSP90AB1","Hsp90ab1","chaperone"
"1570","HSP90B1","Hsp90b1","chaperone"
"1571","HSPA1A","Hspa1b","chaperone"
"1572","HSPA1A","Hspa1a","chaperone"
"1573","HSPA4","Hspa4","chaperone"
"1574","HSPA5","Hspa5","chaperone"
"1575","HSPA8","Hspa8","chaperone"
"1576","HSPG2","Hspg2","cell adhesion"
"1577","HTR1A","Htr1a","G-protein coupled receptor"
"1578","HTR1B","Htr1b","G-protein coupled receptor"
"1579","HTR1F","Htr1f","G-protein coupled receptor"
"1580","HTR2A","Htr2a","G-protein coupled receptor"
"1581","HTR2B","Htr2b","G-protein coupled receptor"
"1582","HTR2C","Htr2c","G-protein coupled receptor"
"1583","HTR3A","Htr3a","ion channel"
"1584","HTR3B","Htr3b","ion channel"
"1585","HTR4","Htr4","G-protein coupled receptor"
"1586","HTR5A","Htr5a","G-protein coupled receptor"
"1587","HTR6","Htr6","G-protein coupled receptor"
"1588","HTR7","Htr7","G-protein coupled receptor"
"1589","IAPP","Iapp","peptide hormone"
"1590","IBSP","Ibsp","extracellular matrix"
"1591","ICAM1","Icam1","cell adhesion"
"1592","ICAM2","Icam2","cell adhesion"
"1593","ICAM4","Icam4","cell adhesion"
"1594","ICAM5","Icam5","cell adhesion"
"1595","ICOS","Icos","unclassified"
"1596","ICOSLG","Icosl","defense/immunity"
"1597","IDE","Ide","protein modifying enzyme"
"1598","IDH1","Idh1","metabolite interconversion enzyme"
"1599","IDH2","Idh2","metabolite interconversion enzyme"
"1600","IDH3A","Idh3a","metabolite interconversion enzyme"
"1601","IDH3B","Idh3b","metabolite interconversion enzyme"
"1602","IDH3G","Idh3g","metabolite interconversion enzyme"
"1603","IDI1","Idi1","metabolite interconversion enzyme"
"1604","IDI2","Idi2","metabolite interconversion enzyme"
"1605","IDI2","Gm9745","metabolite interconversion enzyme"
"1606","IFITM1","Ifitm6","defense/immunity"
"1607","IFNA1","Ifna9",NA
"1608","IFNA1","Ifna2",NA
"1609","IFNA1","Ifna5",NA
"1610","IFNA1","Ifna6",NA
"1611","IFNA1","Ifna15",NA
"1612","IFNA1","Ifna14",NA
"1613","IFNA1","Ifna13",NA
"1614","IFNA1","Ifna16",NA
"1615","IFNA1","Ifna7",NA
"1616","IFNA1","Ifna12",NA
"1617","IFNA1","Ifna11",NA
"1618","IFNA1","Ifna4",NA
"1619","IFNA1","Ifnab",NA
"1620","IFNA1","Ifna1",NA
"1621","IFNA10","Ifna7","cytokine"
"1622","IFNA10","Ifna14","cytokine"
"1623","IFNA10","Ifna15","cytokine"
"1624","IFNA10","Ifna6","cytokine"
"1625","IFNA10","Ifna12","cytokine"
"1626","IFNA10","Ifnab","cytokine"
"1627","IFNA10","Ifna13","cytokine"
"1628","IFNA10","Ifna1","cytokine"
"1629","IFNA10","Ifna16","cytokine"
"1630","IFNA10","Ifna5","cytokine"
"1631","IFNA10","Ifna11","cytokine"
"1632","IFNA10","Ifna4","cytokine"
"1633","IFNA10","Ifna9","cytokine"
"1634","IFNA10","Ifna2","cytokine"
"1635","IFNA13","Ifna9","cytokine"
"1636","IFNA13","Ifna16","cytokine"
"1637","IFNA13","Ifna2","cytokine"
"1638","IFNA13","Ifna12","cytokine"
"1639","IFNA13","Ifna15","cytokine"
"1640","IFNA13","Ifna11","cytokine"
"1641","IFNA13","Ifna14","cytokine"
"1642","IFNA13","Ifnab","cytokine"
"1643","IFNA13","Ifna13","cytokine"
"1644","IFNA13","Ifna1","cytokine"
"1645","IFNA13","Ifna7","cytokine"
"1646","IFNA13","Ifna4","cytokine"
"1647","IFNA13","Ifna5","cytokine"
"1648","IFNA13","Ifna6","cytokine"
"1649","IFNA14","Ifna11","cytokine"
"1650","IFNA14","Ifnab","cytokine"
"1651","IFNA14","Ifna7","cytokine"
"1652","IFNA14","Ifna6","cytokine"
"1653","IFNA14","Ifna14","cytokine"
"1654","IFNA14","Ifna16","cytokine"
"1655","IFNA14","Ifna12","cytokine"
"1656","IFNA14","Ifna5","cytokine"
"1657","IFNA14","Ifna15","cytokine"
"1658","IFNA14","Ifna4","cytokine"
"1659","IFNA14","Ifna2","cytokine"
"1660","IFNA14","Ifna1","cytokine"
"1661","IFNA14","Ifna13","cytokine"
"1662","IFNA14","Ifna9","cytokine"
"1663","IFNA16","Ifna9","cytokine"
"1664","IFNA16","Ifna1","cytokine"
"1665","IFNA16","Ifna2","cytokine"
"1666","IFNA16","Ifna16","cytokine"
"1667","IFNA16","Ifna6","cytokine"
"1668","IFNA16","Ifna14","cytokine"
"1669","IFNA16","Ifna7","cytokine"
"1670","IFNA16","Ifna4","cytokine"
"1671","IFNA16","Ifnab","cytokine"
"1672","IFNA16","Ifna13","cytokine"
"1673","IFNA16","Ifna15","cytokine"
"1674","IFNA16","Ifna5","cytokine"
"1675","IFNA16","Ifna11","cytokine"
"1676","IFNA16","Ifna12","cytokine"
"1677","IFNA17","Ifna11","cytokine"
"1678","IFNA17","Ifnab","cytokine"
"1679","IFNA17","Ifna16","cytokine"
"1680","IFNA17","Ifna2","cytokine"
"1681","IFNA17","Ifna13","cytokine"
"1682","IFNA17","Ifna7","cytokine"
"1683","IFNA17","Ifna1","cytokine"
"1684","IFNA17","Ifna6","cytokine"
"1685","IFNA17","Ifna4","cytokine"
"1686","IFNA17","Ifna12","cytokine"
"1687","IFNA17","Ifna15","cytokine"
"1688","IFNA17","Ifna9","cytokine"
"1689","IFNA17","Ifna5","cytokine"
"1690","IFNA17","Ifna14","cytokine"
"1691","IFNA2","Ifna15","cytokine"
"1692","IFNA2","Ifna5","cytokine"
"1693","IFNA2","Ifna16","cytokine"
"1694","IFNA2","Ifna13","cytokine"
"1695","IFNA2","Ifna14","cytokine"
"1696","IFNA2","Ifna2","cytokine"
"1697","IFNA2","Ifna1","cytokine"
"1698","IFNA2","Ifna7","cytokine"
"1699","IFNA2","Ifna4","cytokine"
"1700","IFNA2","Ifna11","cytokine"
"1701","IFNA2","Ifna9","cytokine"
"1702","IFNA2","Ifna6","cytokine"
"1703","IFNA2","Ifnab","cytokine"
"1704","IFNA2","Ifna12","cytokine"
"1705","IFNA21","Ifna2","cytokine"
"1706","IFNA21","Ifna4","cytokine"
"1707","IFNA21","Ifna9","cytokine"
"1708","IFNA21","Ifna15","cytokine"
"1709","IFNA21","Ifna16","cytokine"
"1710","IFNA21","Ifna6","cytokine"
"1711","IFNA21","Ifna13","cytokine"
"1712","IFNA21","Ifna11","cytokine"
"1713","IFNA21","Ifna7","cytokine"
"1714","IFNA21","Ifna5","cytokine"
"1715","IFNA21","Ifna12","cytokine"
"1716","IFNA21","Ifna1","cytokine"
"1717","IFNA21","Ifnab","cytokine"
"1718","IFNA21","Ifna14","cytokine"
"1719","IFNA4","Ifna9","cytokine"
"1720","IFNA4","Ifnab","cytokine"
"1721","IFNA4","Ifna4","cytokine"
"1722","IFNA4","Ifna2","cytokine"
"1723","IFNA4","Ifna16","cytokine"
"1724","IFNA4","Ifna5","cytokine"
"1725","IFNA4","Ifna11","cytokine"
"1726","IFNA4","Ifna13","cytokine"
"1727","IFNA4","Ifna14","cytokine"
"1728","IFNA4","Ifna15","cytokine"
"1729","IFNA4","Ifna7","cytokine"
"1730","IFNA4","Ifna1","cytokine"
"1731","IFNA4","Ifna12","cytokine"
"1732","IFNA4","Ifna6","cytokine"
"1733","IFNA5","Ifna4","cytokine"
"1734","IFNA5","Ifna16","cytokine"
"1735","IFNA5","Ifna14","cytokine"
"1736","IFNA5","Ifna13","cytokine"
"1737","IFNA5","Ifna9","cytokine"
"1738","IFNA5","Ifnab","cytokine"
"1739","IFNA5","Ifna2","cytokine"
"1740","IFNA5","Ifna11","cytokine"
"1741","IFNA5","Ifna12","cytokine"
"1742","IFNA5","Ifna5","cytokine"
"1743","IFNA5","Ifna15","cytokine"
"1744","IFNA5","Ifna6","cytokine"
"1745","IFNA5","Ifna7","cytokine"
"1746","IFNA5","Ifna1","cytokine"
"1747","IFNA6","Ifna5","cytokine"
"1748","IFNA6","Ifna15","cytokine"
"1749","IFNA6","Ifna9","cytokine"
"1750","IFNA6","Ifna4","cytokine"
"1751","IFNA6","Ifna1","cytokine"
"1752","IFNA6","Ifna6","cytokine"
"1753","IFNA6","Ifna12","cytokine"
"1754","IFNA6","Ifna13","cytokine"
"1755","IFNA6","Ifna2","cytokine"
"1756","IFNA6","Ifna16","cytokine"
"1757","IFNA6","Ifna7","cytokine"
"1758","IFNA6","Ifna14","cytokine"
"1759","IFNA6","Ifnab","cytokine"
"1760","IFNA6","Ifna11","cytokine"
"1761","IFNA7","Ifna16","cytokine"
"1762","IFNA7","Ifna15","cytokine"
"1763","IFNA7","Ifna2","cytokine"
"1764","IFNA7","Ifnab","cytokine"
"1765","IFNA7","Ifna13","cytokine"
"1766","IFNA7","Ifna1","cytokine"
"1767","IFNA7","Ifna6","cytokine"
"1768","IFNA7","Ifna7","cytokine"
"1769","IFNA7","Ifna5","cytokine"
"1770","IFNA7","Ifna14","cytokine"
"1771","IFNA7","Ifna11","cytokine"
"1772","IFNA7","Ifna9","cytokine"
"1773","IFNA7","Ifna12","cytokine"
"1774","IFNA7","Ifna4","cytokine"
"1775","IFNA8","Ifna7","cytokine"
"1776","IFNA8","Ifna14","cytokine"
"1777","IFNA8","Ifna5","cytokine"
"1778","IFNA8","Ifnab","cytokine"
"1779","IFNA8","Ifna15","cytokine"
"1780","IFNA8","Ifna6","cytokine"
"1781","IFNA8","Ifna4","cytokine"
"1782","IFNA8","Ifna11","cytokine"
"1783","IFNA8","Ifna2","cytokine"
"1784","IFNA8","Ifna1","cytokine"
"1785","IFNA8","Ifna9","cytokine"
"1786","IFNA8","Ifna16","cytokine"
"1787","IFNA8","Ifna13","cytokine"
"1788","IFNA8","Ifna12","cytokine"
"1789","IFNAR1","Ifnar1","other transmembrane signal receptor"
"1790","IFNAR2","Ifnar2","other transmembrane signal receptor"
"1791","IFNB1","Ifnb1","cytokine"
"1792","IFNE","Ifne","cytokine"
"1793","IFNG","Ifng","cytokine"
"1794","IFNGR1","Ifngr1","other transmembrane signal receptor"
"1795","IFNGR2","Ifngr2","other transmembrane signal receptor"
"1796","IFNK","Ifnk","cytokine"
"1797","IFNL2","Ifnl3","cytokine"
"1798","IFNL2","Ifnl2","cytokine"
"1799","IFNL3","Ifnl3","cytokine"
"1800","IFNL3","Ifnl2","cytokine"
"1801","IFNLR1","Ifnlr1","other transmembrane signal receptor"
"1802","IGDCC3","Igdcc3","cell adhesion"
"1803","IGDCC4","Igdcc4","cell adhesion"
"1804","IGF1","Igf1","growth factor"
"1805","IGF1R","Igf1r","tyrosine protein kinase receptor"
"1806","IGF2","Igf2","growth factor"
"1807","IGF2R","Igf2r","membrane traffic"
"1808","IGFBP1","Igfbp1","protein-binding activity modulator"
"1809","IGFBP3","Igfbp3","protein-binding activity modulator"
"1810","IGFBP4","Igfbp4","protein-binding activity modulator"
"1811","IGFBP7","Igfbp7","unclassified"
"1812","IGFBPL1","Igfbpl1","unclassified"
"1813","IGFLR1","Igflr1","other transmembrane signal receptor"
"1814","IGKV3D-7","Igkv18-36","defense/immunity"
"1815","IGLC1","Iglc2","defense/immunity"
"1816","IGLC1","Iglc1","defense/immunity"
"1817","IGLC1","Iglc3","defense/immunity"
"1818","IGLC1","Iglc4","defense/immunity"
"1819","IGSF1","Igsf1","defense/immunity"
"1820","IGSF10","Igsf10","cell adhesion"
"1821","IGSF11","Igsf11","defense/immunity"
"1822","IGSF21","Igsf21","cell adhesion"
"1823","IGSF3","Igsf3","defense/immunity"
"1824","IGSF8","Igsf8","defense/immunity"
"1825","IGSF9B","Igsf9b","cell adhesion"
"1826","IHH","Ihh","other intercellular signal"
"1827","IL10","Il10","other intercellular signal"
"1828","IL10RA","Il10ra","other transmembrane signal receptor"
"1829","IL10RB","Gm21970","other transmembrane signal receptor"
"1830","IL10RB","Il10rb","other transmembrane signal receptor"
"1831","IL11","Il11","cytokine"
"1832","IL11RA","Il11ra1","other transmembrane signal receptor"
"1833","IL11RA","Gm13305","other transmembrane signal receptor"
"1834","IL11RA","Il11ra2","other transmembrane signal receptor"
"1835","IL12A","Il12a","other intercellular signal"
"1836","IL12B","Il12b","other intercellular signal"
"1837","IL12RB1","Il12rb1","other transmembrane signal receptor"
"1838","IL12RB2","Il12rb2","other transmembrane signal receptor"
"1839","IL13","Il13","other intercellular signal"
"1840","IL13RA1","Il13ra1","other transmembrane signal receptor"
"1841","IL13RA2","Il13ra2","other transmembrane signal receptor"
"1842","IL15","Il15","cytokine"
"1843","IL15RA","Il15ra","other transmembrane signal receptor"
"1844","IL16","Il16","other intercellular signal"
"1845","IL17A","Il17a","other intercellular signal"
"1846","IL17B","Il17b","other intercellular signal"
"1847","IL17C","Il17c","other intercellular signal"
"1848","IL17F","Il17f","other intercellular signal"
"1849","IL17RA","Il17ra","other transmembrane signal receptor"
"1850","IL17RB","Il17rb","other transmembrane signal receptor"
"1851","IL17RC","Il17rc","other transmembrane signal receptor"
"1852","IL17RE","Il17re","other transmembrane signal receptor"
"1853","IL18","Il18","cytokine"
"1854","IL18BP","Il18bp","other intercellular signal"
"1855","IL18R1","Il18r1","other transmembrane signal receptor"
"1856","IL18RAP","Il18rap","other transmembrane signal receptor"
"1857","IL19","Il19","other intercellular signal"
"1858","IL1A","Il1a","cytokine"
"1859","IL1B","Il1b","cytokine"
"1860","IL1F10","Il1f10","cytokine"
"1861","IL1R1","Il1r1","other transmembrane signal receptor"
"1862","IL1R2","Il1r2","other transmembrane signal receptor"
"1863","IL1RAP","Il1rap","other transmembrane signal receptor"
"1864","IL1RAPL1","Il1rapl1","other transmembrane signal receptor"
"1865","IL1RAPL2","Il1rapl2","other transmembrane signal receptor"
"1866","IL1RL1","Il1rl1","other transmembrane signal receptor"
"1867","IL1RL2","Il1rl2","other transmembrane signal receptor"
"1868","IL1RN","Il1rn","cytokine"
"1869","IL2","Il2","other intercellular signal"
"1870","IL20","Il20","other intercellular signal"
"1871","IL20RA","Il20ra","other transmembrane signal receptor"
"1872","IL20RB","Il20rb","other transmembrane signal receptor"
"1873","IL21","Il21","cytokine"
"1874","IL21R","Il21r","other transmembrane signal receptor"
"1875","IL22","Il22","other intercellular signal"
"1876","IL22","Il22b","other intercellular signal"
"1877","IL22RA1","Il22ra1","other transmembrane signal receptor"
"1878","IL22RA2","Il22ra2","other transmembrane signal receptor"
"1879","IL23A","Il23a","cytokine"
"1880","IL23R","Il23r","other transmembrane signal receptor"
"1881","IL24","Il24","other intercellular signal"
"1882","IL25","Il25","other intercellular signal"
"1883","IL27","Il27","cytokine"
"1884","IL27RA","Il27ra","other transmembrane signal receptor"
"1885","IL2RA","Il2ra","other transmembrane signal receptor"
"1886","IL2RB","Il2rb","other transmembrane signal receptor"
"1887","IL2RG","Gm20489","other transmembrane signal receptor"
"1888","IL2RG","Il2rg","other transmembrane signal receptor"
"1889","IL3","Il3","other intercellular signal"
"1890","IL31","Il31","cytokine"
"1891","IL31RA","Il31ra","other transmembrane signal receptor"
"1892","IL33","Il33","other intercellular signal"
"1893","IL34","Il34","cytokine"
"1894","IL36A","Il36a","cytokine"
"1895","IL36B","Il36b","cytokine"
"1896","IL36G","Il36g","cytokine"
"1897","IL36RN","Il36rn","cytokine"
"1898","IL4","Il4","cytokine"
"1899","IL4I1","Il4i1","metabolite interconversion enzyme"
"1900","IL4R","Il4ra","other transmembrane signal receptor"
"1901","IL5","Il5","other intercellular signal"
"1902","IL5RA","Il5ra","other transmembrane signal receptor"
"1903","IL6","Il6","other intercellular signal"
"1904","IL6R","Il6ra","other transmembrane signal receptor"
"1905","IL6ST","Il6st","other transmembrane signal receptor"
"1906","IL7","Il7","other intercellular signal"
"1907","IL7R","Il7r","other transmembrane signal receptor"
"1908","IL9","Il9","cytokine"
"1909","IL9R","Il9r","other transmembrane signal receptor"
"1910","ILDR1","Ildr1","defense/immunity"
"1911","ILDR2","Ildr2","defense/immunity"
"1912","IMPG2","Impg2","extracellular matrix"
"1913","INHA","Inha","growth factor"
"1914","INHBA","Inhba","growth factor"
"1915","INHBB","Inhbb","growth factor"
"1916","INHBC","Inhbc","growth factor"
"1917","INHBE","Inhbe","growth factor"
"1918","INS","Ins1","growth factor"
"1919","INS","Ins2","growth factor"
"1920","INSL3","Insl3","other intercellular signal"
"1921","INSL5","Insl5","other intercellular signal"
"1922","INSR","Insr","tyrosine protein kinase receptor"
"1923","INTS2","Ints2","unclassified"
"1924","IRAK4","Irak4","protein modifying enzyme"
"1925","IRS4","Irs4","scaffold/adaptor"
"1926","ISLR2","Islr2","cell adhesion"
"1927","ITGA1","Itga1","cell adhesion"
"1928","ITGA10","Itga10","cell adhesion"
"1929","ITGA10","Gm42957","cell adhesion"
"1930","ITGA11","Itga11","cell adhesion"
"1931","ITGA2","Itga2","cell adhesion"
"1932","ITGA2B","Itga2b","cell adhesion"
"1933","ITGA3","Itga3","cell adhesion"
"1934","ITGA4","Itga4","cell adhesion"
"1935","ITGA5","Itga5","cell adhesion"
